age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
51.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
42.00,Private,Masters,14.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,>50K
48.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
53.00,Self-emp-inc,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
46.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Protective-serv,Husband,White,Male,40.00,>50K
41.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
42.00,State-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
47.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40.00,>50K
51.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40.00,>50K
38.00,Private,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.00,>50K
52.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
50.00,Self-emp-inc,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
45.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
45.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,80.00,>50K
49.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
54.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
51.00,Self-emp-inc,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
56.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
58.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
43.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,60.00,>50K
46.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
43.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
59.00,Private,Prof-school,15.00,Married-civ-spouse,Transport-moving,Husband,Black,Male,50.00,>50K
47.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,35.00,>50K
33.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
56.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
41.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,>50K
64.00,Federal-gov,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.00,>50K
43.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,32.00,>50K
47.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.00,>50K
42.00,Private,Some-college,10.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,32.00,>50K
48.00,State-gov,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
61.00,Private,Some-college,10.00,Married-civ-spouse,Adm-clerical,Wife,White,Female,34.00,>50K
60.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
38.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,65.00,>50K
28.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Wife,Black,Female,45.00,>50K
54.00,Private,Assoc-voc,11.00,Married-civ-spouse,Protective-serv,Husband,Black,Male,38.00,>50K
48.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
31.00,Private,HS-grad,9.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
38.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.00,>50K
32.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
42.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
41.00,Self-emp-not-inc,Prof-school,15.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
40.00,Private,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,55.00,>50K
44.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,35.00,>50K
57.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
34.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,45.00,>50K
52.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.00,>50K
37.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,45.00,>50K
56.00,Private,Assoc-voc,11.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
38.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
47.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
53.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,60.00,>50K
37.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
31.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,>50K
47.00,Private,Bachelors,13.00,Married-civ-spouse,Craft-repair,Husband,White,Male,50.00,>50K
46.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.00,>50K
55.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,Black,Male,40.00,>50K
43.00,Private,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
46.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
45.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
43.00,Self-emp-inc,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
61.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
49.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
39.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,>50K
54.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,>50K
62.00,Private,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
51.00,Private,Doctorate,16.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,84.00,>50K
40.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,99.00,>50K
46.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,40.00,>50K
38.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,70.00,>50K
57.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
39.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,45.00,>50K
28.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,28.00,>50K
36.00,State-gov,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,50.00,>50K
63.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.00,>50K
41.00,Private,Bachelors,13.00,Married-civ-spouse,Protective-serv,Husband,White,Male,60.00,>50K
56.00,Private,Assoc-voc,11.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
51.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
45.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,43.00,>50K
43.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
41.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
44.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
30.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
42.00,Private,Assoc-voc,11.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.00,>50K
39.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
46.00,State-gov,Prof-school,15.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
47.00,Self-emp-not-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
51.00,Federal-gov,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.00,>50K
41.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
37.00,Private,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.00,>50K
52.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.00,>50K
45.00,Private,Doctorate,16.00,Widowed,Prof-specialty,Unmarried,White,Male,40.00,>50K
52.00,Private,Masters,14.00,Divorced,Prof-specialty,Unmarried,White,Male,50.00,>50K
39.00,Private,Masters,14.00,Divorced,Exec-managerial,Unmarried,Black,Female,60.00,>50K
62.00,Private,Doctorate,16.00,Divorced,Prof-specialty,Unmarried,White,Male,50.00,>50K
38.00,Private,Bachelors,13.00,Divorced,Prof-specialty,Unmarried,Black,Female,45.00,>50K
44.00,Private,HS-grad,9.00,Divorced,Craft-repair,Not-in-family,White,Female,40.00,>50K
31.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Female,50.00,>50K
31.00,Private,HS-grad,9.00,Never-married,Craft-repair,Unmarried,White,Male,40.00,>50K
45.00,Private,Masters,14.00,Divorced,Transport-moving,Not-in-family,White,Male,48.00,>50K
37.00,Private,HS-grad,9.00,Divorced,Craft-repair,Not-in-family,White,Male,40.00,>50K
53.00,Local-gov,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Female,50.00,>50K
23.00,Private,11th,7.00,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40.00,>50K
53.00,Private,Bachelors,13.00,Divorced,Prof-specialty,Not-in-family,White,Male,55.00,>50K
43.00,Private,Bachelors,13.00,Divorced,Prof-specialty,Not-in-family,White,Female,40.00,>50K
44.00,Self-emp-not-inc,HS-grad,9.00,Never-married,Craft-repair,Not-in-family,White,Male,40.00,>50K
39.00,Private,HS-grad,9.00,Separated,Exec-managerial,Not-in-family,White,Male,40.00,>50K
49.00,Private,Some-college,10.00,Divorced,Exec-managerial,Not-in-family,White,Male,45.00,>50K
35.00,Private,Assoc-acdm,12.00,Never-married,Adm-clerical,Not-in-family,White,Female,40.00,>50K
41.00,State-gov,HS-grad,9.00,Never-married,Transport-moving,Not-in-family,White,Female,40.00,>50K
35.00,Private,Assoc-voc,11.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,>50K
38.00,Private,Assoc-voc,11.00,Divorced,Prof-specialty,Not-in-family,White,Female,40.00,>50K
29.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,White,Female,40.00,>50K
22.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40.00,>50K
54.00,Private,10th,6.00,Divorced,Prof-specialty,Unmarried,White,Male,68.00,>50K
36.00,Private,Assoc-acdm,12.00,Never-married,Tech-support,Not-in-family,Black,Male,40.00,>50K
58.00,Private,HS-grad,9.00,Divorced,Craft-repair,Not-in-family,White,Male,48.00,>50K
24.00,Local-gov,Some-college,10.00,Never-married,Tech-support,Not-in-family,White,Male,50.00,>50K
52.00,Private,HS-grad,9.00,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40.00,>50K
29.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Unmarried,White,Female,50.00,>50K
29.00,Private,Assoc-voc,11.00,Divorced,Tech-support,Not-in-family,Black,Male,40.00,>50K
44.00,Private,Some-college,10.00,Divorced,Adm-clerical,Own-child,White,Male,40.00,>50K
31.00,Private,Masters,14.00,Never-married,Prof-specialty,Not-in-family,White,Female,50.00,>50K
40.00,Federal-gov,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Female,55.00,>50K
42.00,Private,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Female,50.00,>50K
44.00,Private,Prof-school,15.00,Never-married,Prof-specialty,Not-in-family,White,Male,40.00,>50K
55.00,Private,Bachelors,13.00,Separated,Exec-managerial,Not-in-family,White,Male,45.00,>50K
30.00,Local-gov,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,Black,Male,45.00,>50K
52.00,Private,Some-college,10.00,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,16.00,>50K
36.00,Private,Bachelors,13.00,Divorced,Prof-specialty,Not-in-family,White,Male,40.00,>50K
42.00,Federal-gov,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Female,60.00,>50K
31.00,Private,Prof-school,15.00,Divorced,Prof-specialty,Not-in-family,White,Male,50.00,>50K
51.00,Private,Bachelors,13.00,Divorced,Exec-managerial,Not-in-family,White,Male,50.00,>50K
58.00,Private,Bachelors,13.00,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,>50K
28.00,Private,HS-grad,9.00,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,40.00,>50K
56.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Male,45.00,>50K
48.00,Self-emp-not-inc,Prof-school,15.00,Divorced,Prof-specialty,Unmarried,White,Male,63.00,>50K
37.00,Private,HS-grad,9.00,Never-married,Tech-support,Not-in-family,White,Female,35.00,>50K
36.00,Private,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Female,40.00,>50K
37.00,Self-emp-not-inc,Doctorate,16.00,Never-married,Prof-specialty,Not-in-family,White,Male,45.00,>50K
54.00,Private,Bachelors,13.00,Never-married,Adm-clerical,Not-in-family,White,Female,40.00,>50K
40.00,Private,Prof-school,15.00,Never-married,Prof-specialty,Not-in-family,White,Female,50.00,>50K
34.00,Private,HS-grad,9.00,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,35.00,>50K
59.00,Private,Some-college,10.00,Separated,Sales,Not-in-family,White,Male,60.00,>50K
31.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Male,50.00,>50K
49.00,Private,Some-college,10.00,Divorced,Prof-specialty,Not-in-family,White,Male,44.00,>50K
55.00,Private,Masters,14.00,Divorced,Prof-specialty,Not-in-family,White,Female,40.00,>50K
53.00,Self-emp-inc,Doctorate,16.00,Divorced,Exec-managerial,Not-in-family,White,Male,50.00,>50K
33.00,Private,Masters,14.00,Divorced,Exec-managerial,Own-child,White,Female,50.00,>50K
40.00,Private,Bachelors,13.00,Divorced,Sales,Not-in-family,White,Male,40.00,>50K
48.00,?,Assoc-acdm,12.00,Divorced,?,Not-in-family,White,Female,40.00,>50K
45.00,Self-emp-not-inc,Bachelors,13.00,Never-married,Sales,Not-in-family,White,Male,45.00,>50K
49.00,Self-emp-not-inc,HS-grad,9.00,Divorced,Exec-managerial,Unmarried,White,Female,30.00,>50K
31.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,Black,Female,60.00,>50K
37.00,Private,Prof-school,15.00,Divorced,Prof-specialty,Not-in-family,White,Male,36.00,>50K
39.00,Private,Prof-school,15.00,Never-married,Prof-specialty,Not-in-family,White,Female,35.00,>50K
47.00,Private,HS-grad,9.00,Separated,Prof-specialty,Other-relative,Black,Female,38.00,>50K
62.00,State-gov,Bachelors,13.00,Divorced,Prof-specialty,Not-in-family,White,Male,40.00,>50K
51.00,Self-emp-inc,HS-grad,9.00,Divorced,Exec-managerial,Not-in-family,White,Male,40.00,>50K
63.00,Self-emp-inc,Some-college,10.00,Widowed,Sales,Not-in-family,White,Female,60.00,>50K
44.00,Private,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Male,56.00,>50K
32.00,Private,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Male,40.00,>50K
58.00,Federal-gov,11th,7.00,Divorced,Craft-repair,Not-in-family,Black,Female,40.00,>50K
40.00,Private,Bachelors,13.00,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40.00,>50K
53.00,Private,Bachelors,13.00,Divorced,Sales,Not-in-family,White,Female,43.00,>50K
35.00,Private,Masters,14.00,Never-married,Prof-specialty,Not-in-family,White,Male,55.00,>50K
24.00,Self-emp-inc,HS-grad,9.00,Never-married,Other-service,Not-in-family,Black,Male,50.00,>50K
41.00,Private,HS-grad,9.00,Divorced,Craft-repair,Not-in-family,White,Male,44.00,>50K
26.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,White,Male,50.00,>50K
22.00,Private,Bachelors,13.00,Never-married,Craft-repair,Not-in-family,White,Male,55.00,>50K
32.00,Private,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Female,60.00,>50K
36.00,Private,11th,7.00,Never-married,Protective-serv,Not-in-family,Black,Male,40.00,>50K
31.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Female,50.00,>50K
36.00,Private,Masters,14.00,Never-married,Adm-clerical,Not-in-family,White,Male,50.00,>50K
32.00,Private,11th,7.00,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,60.00,>50K
32.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Male,48.00,>50K
43.00,Federal-gov,Assoc-voc,11.00,Never-married,Prof-specialty,Not-in-family,White,Female,40.00,>50K
36.00,Federal-gov,Some-college,10.00,Never-married,Exec-managerial,Not-in-family,Black,Male,40.00,>50K
30.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,White,Male,45.00,>50K
45.00,Private,HS-grad,9.00,Divorced,Exec-managerial,Not-in-family,White,Male,50.00,>50K
39.00,Private,Bachelors,13.00,Divorced,Exec-managerial,Not-in-family,White,Female,50.00,>50K
27.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40.00,>50K
25.00,Self-emp-not-inc,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Male,35.00,>50K
39.00,Private,Some-college,10.00,Never-married,Adm-clerical,Not-in-family,White,Female,45.00,>50K
29.00,Private,Bachelors,13.00,Never-married,Sales,Not-in-family,White,Female,35.00,>50K
32.00,Private,Prof-school,15.00,Never-married,Sales,Not-in-family,White,Female,50.00,>50K
55.00,?,HS-grad,9.00,Never-married,?,Not-in-family,White,Male,40.00,>50K
35.00,Private,Some-college,10.00,Never-married,Exec-managerial,Not-in-family,White,Male,60.00,>50K
27.00,Private,Bachelors,13.00,Never-married,Sales,Not-in-family,White,Male,46.00,>50K
44.00,Federal-gov,Some-college,10.00,Never-married,Adm-clerical,Not-in-family,White,Male,50.00,>50K
65.00,Private,Some-college,10.00,Divorced,Prof-specialty,Not-in-family,White,Male,50.00,>50K
71.00,Private,Bachelors,13.00,Never-married,Craft-repair,Not-in-family,White,Male,45.00,>50K
71.00,Self-emp-not-inc,Masters,14.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
65.00,Private,Bachelors,13.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.00,>50K
63.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
80.00,?,Prof-school,15.00,Married-civ-spouse,?,Husband,White,Male,10.00,>50K
67.00,Private,Some-college,10.00,Married-civ-spouse,Transport-moving,Husband,White,Male,10.00,>50K
66.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
65.00,?,Bachelors,13.00,Married-civ-spouse,?,Husband,White,Male,40.00,>50K
69.00,?,Bachelors,13.00,Married-civ-spouse,?,Husband,White,Male,10.00,>50K
65.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,60.00,>50K
59.00,State-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
68.00,Self-emp-inc,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.00,>50K
67.00,Self-emp-not-inc,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,35.00,>50K
62.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
90.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,<=50K
63.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,45.00,<=50K
64.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,35.00,<=50K
70.00,Self-emp-inc,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,<=50K
67.00,Private,7th-8th,4.00,Married-civ-spouse,Transport-moving,Husband,Black,Male,40.00,<=50K
39.00,Private,HS-grad,9.00,Divorced,Adm-clerical,Not-in-family,White,Male,40.00,>50K
40.00,Private,Bachelors,13.00,Divorced,Exec-managerial,Not-in-family,White,Female,40.00,>50K
45.00,Private,HS-grad,9.00,Never-married,Craft-repair,Own-child,White,Male,48.00,>50K
51.00,Private,Bachelors,13.00,Divorced,Exec-managerial,Not-in-family,Black,Male,40.00,>50K
45.00,Private,Bachelors,13.00,Widowed,Prof-specialty,Not-in-family,White,Female,50.00,>50K
54.00,Self-emp-not-inc,Some-college,10.00,Divorced,Farming-fishing,Unmarried,White,Female,30.00,>50K
36.00,Self-emp-not-inc,Masters,14.00,Never-married,Sales,Not-in-family,White,Male,45.00,>50K
48.00,Federal-gov,Masters,14.00,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,50.00,>50K
33.00,State-gov,Some-college,10.00,Separated,Prof-specialty,Not-in-family,White,Male,40.00,>50K
37.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,White,Male,40.00,>50K
45.00,Private,HS-grad,9.00,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40.00,>50K
44.00,Local-gov,Prof-school,15.00,Never-married,Prof-specialty,Not-in-family,White,Male,40.00,>50K
38.00,Private,Assoc-acdm,12.00,Never-married,Machine-op-inspct,Not-in-family,Black,Female,50.00,>50K
38.00,Private,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Female,50.00,>50K
47.00,Self-emp-not-inc,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,Black,Male,45.00,>50K
29.00,Private,HS-grad,9.00,Divorced,Other-service,Not-in-family,White,Male,40.00,>50K
43.00,Local-gov,Masters,14.00,Never-married,Exec-managerial,Not-in-family,White,Female,50.00,>50K
44.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Own-child,White,Male,40.00,>50K
62.00,Private,Bachelors,13.00,Widowed,Exec-managerial,Not-in-family,White,Male,50.00,>50K
28.00,Private,Assoc-voc,11.00,Divorced,Exec-managerial,Not-in-family,White,Male,50.00,>50K
42.00,Private,Bachelors,13.00,Never-married,Sales,Not-in-family,White,Male,50.00,>50K
50.00,Private,Doctorate,16.00,Divorced,Prof-specialty,Other-relative,White,Male,50.00,>50K
53.00,Local-gov,Doctorate,16.00,Divorced,Prof-specialty,Not-in-family,White,Female,40.00,>50K
32.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Own-child,White,Female,40.00,>50K
28.00,Private,Bachelors,13.00,Never-married,Adm-clerical,Not-in-family,White,Male,60.00,>50K
26.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Own-child,White,Male,64.00,>50K
27.00,Private,Assoc-voc,11.00,Never-married,Exec-managerial,Not-in-family,White,Male,65.00,>50K
23.00,State-gov,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,White,Male,40.00,>50K
51.00,Self-emp-inc,HS-grad,9.00,Never-married,Exec-managerial,Not-in-family,White,Male,40.00,>50K
36.00,Private,Assoc-acdm,12.00,Never-married,Sales,Not-in-family,Black,Male,43.00,>50K
30.00,Private,Prof-school,15.00,Divorced,Prof-specialty,Not-in-family,White,Male,50.00,>50K
25.00,Private,Some-college,10.00,Never-married,Transport-moving,Not-in-family,White,Male,50.00,>50K
44.00,Private,Masters,14.00,Divorced,Exec-managerial,Not-in-family,White,Male,45.00,>50K
27.00,Private,Bachelors,13.00,Never-married,Sales,Not-in-family,White,Male,45.00,>50K
33.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,White,Female,45.00,>50K
30.00,Private,Masters,14.00,Never-married,Prof-specialty,Not-in-family,White,Male,40.00,>50K
60.00,Federal-gov,HS-grad,9.00,Divorced,Exec-managerial,Not-in-family,White,Male,40.00,>50K
57.00,Private,Bachelors,13.00,Widowed,Prof-specialty,Unmarried,White,Male,40.00,>50K
28.00,Private,Some-college,10.00,Never-married,Exec-managerial,Not-in-family,White,Female,40.00,>50K
62.00,Local-gov,Masters,14.00,Divorced,Prof-specialty,Not-in-family,White,Female,33.00,>50K
47.00,Self-emp-not-inc,Assoc-acdm,12.00,Never-married,Farming-fishing,Other-relative,White,Male,45.00,>50K
57.00,Private,Masters,14.00,Separated,Prof-specialty,Not-in-family,White,Male,32.00,>50K
35.00,Private,Bachelors,13.00,Never-married,Sales,Not-in-family,White,Male,45.00,>50K
48.00,Local-gov,Masters,14.00,Divorced,Exec-managerial,Unmarried,Black,Female,40.00,>50K
43.00,Local-gov,Masters,14.00,Divorced,Prof-specialty,Unmarried,Black,Female,40.00,>50K
27.00,Self-emp-not-inc,HS-grad,9.00,Never-married,Craft-repair,Unmarried,White,Male,50.00,>50K
42.00,Private,Bachelors,13.00,Divorced,Adm-clerical,Unmarried,White,Male,45.00,>50K
65.00,Self-emp-not-inc,11th,7.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.00,>50K
67.00,?,Bachelors,13.00,Married-civ-spouse,?,Husband,White,Male,60.00,>50K
65.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
90.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,15.00,>50K
77.00,?,Masters,14.00,Married-civ-spouse,?,Husband,White,Male,6.00,>50K
72.00,?,Some-college,10.00,Married-civ-spouse,?,Husband,White,Male,30.00,>50K
90.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,50.00,>50K
71.00,?,Bachelors,13.00,Married-civ-spouse,?,Husband,White,Male,30.00,>50K
67.00,Private,Some-college,10.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,24.00,>50K
78.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
65.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,10.00,>50K
